batch_id,candidate_index,parameter_key,prompt,negative_prompt,cfg_scale,search_phase,hypothesis,parent_iteration,status,iteration
16,13,a8368651add506e9be2272653cac3b22ffde43bc9a1896621b98d971055ec40b,"photorealistic high image quality video restoration, natural sharpness, vivid but realistic colors, balanced contrast, clean pleasing frames, faithful original content, stable motion","unaesthetic, low quality, blur, dull colors, bad contrast, artifacts",3.000000,prompt_negative_cfg,Low-CFG fidelity prompt with artifact-focused negative prompt.,,completed,450
16,14,e93556674d10c58f35c9569e8c67d3a0e14277b534c11b9dca430160ec7a1388,"photorealistic high image quality video restoration, natural sharpness, vivid but realistic colors, balanced contrast, clean pleasing frames, faithful original content, stable motion","unaesthetic, low quality, blur, dull colors, bad contrast, artifacts",3.500000,prompt_negative_cfg,Low-CFG fidelity prompt with artifact-focused negative prompt.,,completed,451
16,15,5ea2866ab950c6ad393b5076a65b43d630993d329a45e651bf83b2c618505b01,"photorealistic high image quality video restoration, natural sharpness, vivid but realistic colors, balanced contrast, clean pleasing frames, faithful original content, stable motion","unaesthetic, low quality, blur, dull colors, bad contrast, artifacts",4.000000,prompt_negative_cfg,Low-CFG fidelity prompt with artifact-focused negative prompt.,,completed,452
16,16,de29cb7774a9f5c4f25c2107871ce3410cce152a47837e4970096f63227ee4d9,"photorealistic high image quality video restoration, natural sharpness, vivid but realistic colors, balanced contrast, clean pleasing frames, faithful original content, stable motion","unaesthetic, low quality, blur, dull colors, bad contrast, artifacts",4.250000,prompt_negative_cfg,Low-CFG fidelity prompt with artifact-focused negative prompt.,,completed,453
16,17,87a6f6277b01330eaf1d59e6868fbe6d6aa3d0713c9c58a3222bbafb5b8ba648,"photorealistic high image quality video restoration, natural sharpness, vivid but realistic colors, balanced contrast, clean pleasing frames, faithful original content, stable motion","unaesthetic, low quality, blur, dull colors, bad contrast, artifacts",4.500000,prompt_negative_cfg,Low-CFG fidelity prompt with artifact-focused negative prompt.,,completed,454
16,18,dafe43feceda5a1f238a2dc50d267578ad6ac3c2bd0dd49a8c7b34faa4e6bbf7,"photorealistic high image quality video restoration, natural sharpness, vivid but realistic colors, balanced contrast, clean pleasing frames, faithful original content, stable motion","unaesthetic, low quality, blur, dull colors, bad contrast, artifacts",4.750000,prompt_negative_cfg,Low-CFG fidelity prompt with artifact-focused negative prompt.,,completed,455
16,19,a367a56ff3381a5ebc1870d9273fbebfe1f8cecd4a458f97a78058afa503fffa,"photorealistic high image quality video restoration, natural sharpness, vivid but realistic colors, balanced contrast, clean pleasing frames, faithful original content, stable motion","unaesthetic, low quality, blur, dull colors, bad contrast, artifacts",5.000000,prompt_negative_cfg,Low-CFG fidelity prompt with artifact-focused negative prompt.,,completed,456
16,20,fdeb2684ab6f1598e4aa9594c84373b1778d6664c2e09dc48618f400532dc622,"photorealistic high image quality video restoration, natural sharpness, vivid but realistic colors, balanced contrast, clean pleasing frames, faithful original content, stable motion","unaesthetic, low quality, blur, dull colors, bad contrast, artifacts",5.500000,prompt_negative_cfg,Low-CFG fidelity prompt with artifact-focused negative prompt.,,completed,457
16,21,9e746c0b24930b503eb48c136cd547712bce0826200de97946cb6f86a2d4cb61,"photorealistic high image quality video restoration, natural sharpness, vivid but realistic colors, balanced contrast, clean pleasing frames, faithful original content, stable motion","unaesthetic, low quality, blur, dull colors, bad contrast, artifacts",6.000000,prompt_negative_cfg,Low-CFG fidelity prompt with artifact-focused negative prompt.,,completed,458
16,22,8f14f08a770f643437ceae01356540ce49033e0ffbc10580471e2bab4e140110,"photorealistic high image quality video restoration, natural sharpness, vivid but realistic colors, balanced contrast, clean pleasing frames, faithful original content, stable motion",,2.000000,prompt_negative_cfg,Low-CFG fidelity prompt with artifact-focused negative prompt.,,completed,459
16,23,4d0e9b99cef03f95a8c8514b66481222d81a084f41bf62447f13f452de14c751,"photorealistic high image quality video restoration, natural sharpness, vivid but realistic colors, balanced contrast, clean pleasing frames, faithful original content, stable motion",,2.500000,prompt_negative_cfg,Low-CFG fidelity prompt with artifact-focused negative prompt.,,completed,460
16,24,35f10a52c5c70936d1f707c915991fb4627b61acedbc10515ebe5a46e537a863,"photorealistic high image quality video restoration, natural sharpness, vivid but realistic colors, balanced contrast, clean pleasing frames, faithful original content, stable motion",,3.000000,prompt_negative_cfg,Low-CFG fidelity prompt with artifact-focused negative prompt.,,completed,461
16,25,bea7f5add96ebd7f4f133ab5b3b421686906b5b7b7efa7a63ee2a794a5b8e46c,"photorealistic high image quality video restoration, natural sharpness, vivid but realistic colors, balanced contrast, clean pleasing frames, faithful original content, stable motion",,3.500000,prompt_negative_cfg,Low-CFG fidelity prompt with artifact-focused negative prompt.,,completed,462
16,26,47a0973a1d7d2940bbf63111d3f28f6c15a16a5ff32a1eb4fc0e2980806e1e04,"photorealistic high image quality video restoration, natural sharpness, vivid but realistic colors, balanced contrast, clean pleasing frames, faithful original content, stable motion",,4.000000,prompt_negative_cfg,Low-CFG fidelity prompt with artifact-focused negative prompt.,,completed,463
16,27,1075beb42899b438aae1eca9763df1263bb5ecc28bd4cc474134f4f4c8004508,"photorealistic high image quality video restoration, natural sharpness, vivid but realistic colors, balanced contrast, clean pleasing frames, faithful original content, stable motion",,4.250000,prompt_negative_cfg,Low-CFG fidelity prompt with artifact-focused negative prompt.,,completed,464
16,28,de09bd581ecf50f74470d34f543ce66996677316793ceeb6eac4916a67527288,"photorealistic high image quality video restoration, natural sharpness, vivid but realistic colors, balanced contrast, clean pleasing frames, faithful original content, stable motion",,4.500000,prompt_negative_cfg,Low-CFG fidelity prompt with artifact-focused negative prompt.,,completed,465
16,29,bf53351f5f95014c19b292f75672ea1393928387866726bcccdfc25173a354ea,"photorealistic high image quality video restoration, natural sharpness, vivid but realistic colors, balanced contrast, clean pleasing frames, faithful original content, stable motion",,4.750000,prompt_negative_cfg,Low-CFG fidelity prompt with artifact-focused negative prompt.,,completed,466
